"p_group3","model","RMSE","MAE","MAPE","MDAPE","Bias"
"high","Generic PC",0.168559160548805,0.122559019177955,263.71290749156,26.0233013414895,0.0835510133363737
"high","QM",0.157063072668979,0.111679478923975,114.839906953163,25.2763775868977,-0.03167411635367
"high","GB LM",0.146909463690211,0.109679582340171,364.161144654818,20.7442931870687,-0.0628532767198672
"high","Linear model",0.122124468768828,0.088386501578016,386.975803851305,17.9549500797682,-0.0217340140055827
"high","LM bru model",0.117555176851495,0.085701533152684,360.786872692855,16.7719806401266,-0.0226709693440394
"high","ST model coarser",0.092386685175563,0.0669682781780535,186.861514677095,13.3050231154606,0.000555825564221614
"mid","Generic PC",0.216908808740131,0.168034950128497,167.547263508414,50.8977109457619,0.0756313473981824
"mid","QM",0.181861229817872,0.134549455624157,96.2454784925265,49.8997575832716,-0.0600359598962258
"mid","GB LM",0.164014587634001,0.124509750641425,121.877784237545,38.8637950863994,-0.0298170719783697
"mid","Linear model",0.151108252378564,0.115969222629187,128.644188775134,36.9609875503577,-0.00696516413440082
"mid","LM bru model",0.146806431082343,0.111393185311142,123.604795815348,35.0773077297873,-0.00687534592191035
"mid","ST model coarser",0.103492824487477,0.0759796904979464,76.8840104145253,23.8012383370225,9.66067448250091e-05
"low","Generic PC",0.1441531849769,0.0954747551400912,495.767887441847,87.0542994641146,0.0714044944111632
"low","GB LM",0.0974051159937442,0.0653570423116902,494.784154053826,59.6860742746667,0.028296959480994
"low","LM bru model",0.0955288546088068,0.0662897389473144,523.642999601462,72.2296181246782,0.0309191621937094
"low","Linear model",0.0951118397316914,0.0670484741812344,540.159045556449,82.2862203825434,0.0314032211426749
"low","QM",0.0884299801071543,0.0555573578292431,182.211918547772,63.9862764860195,-0.00101921122829247
"low","ST model coarser",0.0641140007337685,0.0425113414296444,419.145256803369,48.5993027611956,0.00217393357154162
