"tech_typ","model","RMSE","MAE","MAPE","MDAPE","Bias"
"Wind Offshore","Generic PC",0.197187008105413,0.145359605736961,524.515010277067,78.2593446565381,0.134883054588034
"Wind Offshore","GB LM",0.124438453140252,0.0861245440566986,672.518838649226,35.6020140799178,-0.0159028182538724
"Wind Offshore","QM",0.122593721761256,0.080701331492398,78.4514482690321,48.3258265807038,0.014096661175608
"Wind Offshore","Linear model",0.108571097140442,0.077707024094712,171.192865268895,39.8802493432138,0.00246477194458309
"Wind Offshore","LM bru model",0.103510519143484,0.0729805071284712,194.607155217566,37.0726986161983,0.00150704508961342
"Wind Offshore","ST model coarser",0.0710866536781561,0.0469627767296261,111.430114902679,25.9964432440175,0.00266184375516897
"Wind Onshore","Generic PC",0.236292860561255,0.195064022516391,145.906203239931,33.8073691014867,0.109966185523818
"Wind Onshore","QM",0.227058772809412,0.178052046002345,59.9598516660779,32.0044693918774,-0.0722243667059689
"Wind Onshore","GB LM",0.202278554536483,0.164673696760119,112.628477597375,27.9179810057189,-0.0500466940171379
"Wind Onshore","Linear model",0.185829460731976,0.154272207969767,131.342530660107,25.5824738067028,9.52247215150413e-05
"Wind Onshore","LM bru model",0.181993530714119,0.149472619822658,136.678393727774,24.3664958521363,-0.000108580852724571
"Wind Onshore","ST model coarser",0.150784852124703,0.119765365563672,89.0527903789851,19.796284419855,-0.000467949837849684
