"p_group3","model","RMSE","MAE","MAPE","MDAPE","Bias"
"mid","Generic PC",0.196989085584471,0.145963304555554,229.862745414748,49.5218542436114,0.0785916931944237
"mid","QM",0.167726514171935,0.115614040606765,122.692828738821,43.269971307233,-0.0487132070062548
"mid","GB LM",0.154838298398053,0.111823334308258,190.71678401001,36.9360959810052,-0.0176143461852461
"mid","Linear model",0.145434927626894,0.103278547732269,160.265738477855,35.043785058961,-0.0194103847330998
"mid","LM bru model",0.144812894999183,0.102705417128767,162.846205295668,34.5572756801445,-0.0194556880314107
"mid","ST model coarser",NA,NA,153.936524524859,99.9979571506463,-0.290447752045501
"low","Generic PC",0.137187527020807,0.0901154262076395,759.233871208586,73.4058039616778,0.0523233101862917
"low","QM",0.0969150312678826,0.0615714660340922,346.197753178197,65.1582071624915,-0.0130248874946869
"low","GB LM",0.0960401424124293,0.0651289213550308,779.198845292188,55.6128592577833,0.0108913165099638
"low","Linear model",0.0904531634352207,0.0614333587073018,627.06375057984,55.7063123919921,0.00900067229714401
"low","LM bru model",0.0895986274020918,0.0609738560747487,697.02767240189,55.1844281071682,0.00944557836110085
"low","ST model coarser",NA,NA,561.448107899012,100,-0.0654998165373708
