"tech_typ","model","RMSE","MAE","MAPE","MDAPE","Bias"
"Wind Offshore","Generic PC",0.238236303648426,0.149519882324036,1567.66805028472,85.8623194336645,0.10254610774442
"Wind Offshore","QM",0.175472858579996,0.103762418532126,495.309546915257,83.4892319747063,0.0150087469003546
"Wind Offshore","GB LM",0.160090130860592,0.0953367690187405,1488.30879605209,65.0547630474839,-0.0163013096221404
"Wind Offshore","Linear model",0.1534263202592,0.0943985658452754,1475.28379996103,69.3993290900298,-0.00146304913446126
"Wind Offshore","Spatio-temporal model",0.0224742482043283,0.0122382869027288,202.659707971502,10.5164630237377,7.71872153006959e-05
"Wind Onshore","Generic PC",0.0886828127397343,0.0415221039210376,1797.04987498087,84.9816995456057,0.0168113641710579
"Wind Onshore","GB LM",0.0850749695356323,0.0463391743257079,2805.759859395,88.7620377671487,0.0199576562216764
"Wind Onshore","QM",0.081104024916648,0.0312447096880467,699.16390781503,99.4027454939519,-0.00794503078507558
"Wind Onshore","Linear model",0.0802947611761616,0.0361348594489612,1862.09979819103,79.678177598254,0.00388310349721121
"Wind Onshore","Spatio-temporal model",0.014667178867108,0.0064212426273856,200.397414344109,21.6850036908443,0.000649403124799416
