"tech_typ","model","RMSE","MAE","MAPE","MDAPE","Bias"
"Wind Offshore","Generic PC",0.400837260851647,0.301246204437856,57.5243222874707,24.3748327263969,0.301238035071603
"Wind Offshore","QM",0.306275687820557,0.19939099247667,35.5549429324492,10.7714220022542,0.15787203229548
"Wind Offshore","GB LM",0.265551629346197,0.200222261235014,30.2986762182987,19.315370948946,0.00590768896202121
"Wind Offshore","Linear model",0.222446539626002,0.174052592043816,31.5906433314743,17.6742765213867,0.00099003771567874
"Wind Offshore","Spatio-temporal model",0.0968956337633576,0.0693826554722491,14.0426237155283,7.25984799387003,0.000401366818840838
"Wind Onshore","Generic PC",0.383179210860713,0.297459549384644,230.419639499892,36.2753787316114,0.257352767973634
"Wind Onshore","QM",0.329585012353774,0.260088499859744,91.152310230725,36.2032165066129,-0.0504465418956087
"Wind Onshore","GB LM",0.27196956800853,0.216477629427996,166.36224779117,26.0953991802949,0.0493500770573975
"Wind Onshore","Linear model",0.252456107120728,0.204620379418181,162.679384434335,27.6076785206556,-0.000317170101524559
"Wind Onshore","Spatio-temporal model",0.166145889152676,0.125321668941755,82.0744960611411,17.0482853326829,-0.000128603618930615
